query_file,join_count,bytes_read,target_tables,n_tables,query_hash,gen_status,sql
q11.sql,2,40506232,customer|household_demographics|store_returns,3,5120e41d,ok,"SELECT DISTINCT ON(""customer"".""c_customer_sk"") ""customer"".""c_current_hdemo_sk"" FROM ""customer"" LEFT JOIN ""store_returns"" ON ""customer"".""c_customer_sk"" = ""store_returns"".""sr_customer_sk"" LEFT JOIN ""household_demographics"" ON ""customer"".""c_current_hdemo_sk"" = ""household_demographics"".""hd_demo_sk"" WHERE ""household_demographics"".""hd_dep_count"" BETWEEN 0 AND 9 AND ""customer"".""c_birth_day"" BETWEEN 1 AND 31 AND ""store_returns"".""sr_addr_sk"" BETWEEN 487 AND 50000;"
q12.sql,2,11982356,promotion|web_page|web_sales,3,5e56a3df,ok,"SELECT DISTINCT ON(""web_sales"".""ws_sold_date_sk"") ""web_sales"".""ws_bill_customer_sk"" FROM ""web_sales"" LEFT JOIN ""web_page"" ON ""web_sales"".""ws_web_page_sk"" = ""web_page"".""wp_web_page_sk"" LEFT JOIN ""promotion"" ON ""web_sales"".""ws_promo_sk"" = ""promotion"".""p_promo_sk"" WHERE ""web_sales"".""ws_net_paid_inc_ship"" BETWEEN 24.44 AND 41222.09 AND ""web_page"".""wp_max_ad_count"" BETWEEN 0 AND 4 AND ""promotion"".""p_channel_catalog"" BETWEEN 'N' AND 'N';"
q13.sql,5,51210312,customer|item|promotion|store_sales|time_dim|web_returns,6,2dd6b19c,ok,"SELECT DISTINCT ON(""store_sales"".""ss_sold_date_sk"") ""store_sales"".""ss_net_profit"" FROM ""store_sales"" LEFT JOIN ""item"" ON ""store_sales"".""ss_item_sk"" = ""item"".""i_item_sk"" LEFT JOIN ""promotion"" ON ""store_sales"".""ss_promo_sk"" = ""promotion"".""p_promo_sk"" LEFT JOIN ""time_dim"" ON ""store_sales"".""ss_sold_time_sk"" = ""time_dim"".""t_time_sk"" LEFT JOIN ""customer"" ON ""store_sales"".""ss_customer_sk"" = ""customer"".""c_customer_sk"" LEFT JOIN ""web_returns"" ON ""customer"".""c_customer_sk"" = ""web_returns"".""wr_refunded_customer_sk"" WHERE ""customer"".""c_last_review_date_sk"" BETWEEN 2452286 AND 2452648 AND ""item"".""i_brand_id"" BETWEEN 1001001 AND 10016017 AND ""web_returns"".""wr_returned_time_sk"" BETWEEN 3618 AND 86398 AND ""promotion"".""p_channel_details"" BETWEEN 'Accounts marry however b' AND 'Young families act. Most full prizes avert eastern glasses' AND ""store_sales"".""ss_ext_sales_price"" BETWEEN 0.08 AND 19308.0 AND ""time_dim"".""t_meal_time"" BETWEEN '' AND 'lunch';"
q14.sql,5,1918980,catalog_page|catalog_returns|household_demographics|item|store_returns|web_sales,6,40613fcb,ok,"SELECT DISTINCT ON(""item"".""i_item_sk"") ""item"".""i_container"" FROM ""item"" LEFT JOIN ""catalog_returns"" ON ""item"".""i_item_sk"" = ""catalog_returns"".""cr_item_sk"" LEFT JOIN ""catalog_page"" ON ""catalog_returns"".""cr_catalog_page_sk"" = ""catalog_page"".""cp_catalog_page_sk"" LEFT JOIN ""web_sales"" ON ""item"".""i_item_sk"" = ""web_sales"".""ws_item_sk"" LEFT JOIN ""store_returns"" ON ""item"".""i_item_sk"" = ""store_returns"".""sr_item_sk"" LEFT JOIN ""household_demographics"" ON ""web_sales"".""ws_bill_hdemo_sk"" = ""household_demographics"".""hd_demo_sk"" WHERE ""household_demographics"".""hd_dep_count"" BETWEEN 0 AND 9 AND ""catalog_returns"".""cr_reason_sk"" BETWEEN 1 AND 35 AND ""catalog_page"".""cp_catalog_page_id"" BETWEEN 'AAAAAAAAACIBAAAA' AND 'AAAAAAAAPPPBAAAA' AND ""web_sales"".""ws_sold_time_sk"" BETWEEN 3651 AND 86367 AND ""store_returns"".""sr_return_quantity"" BETWEEN 1 AND 100 AND ""item"".""i_category"" BETWEEN 'Books' AND 'Women';"
q15.sql,3,23992652,catalog_sales|customer|customer_address|web_returns,4,606df0ca,ok,"SELECT DISTINCT ON(""catalog_sales"".""cs_sold_date_sk"") ""catalog_sales"".""cs_ship_hdemo_sk"" FROM ""catalog_sales"" LEFT JOIN ""customer_address"" ON ""catalog_sales"".""cs_bill_addr_sk"" = ""customer_address"".""ca_address_sk"" LEFT JOIN ""customer"" ON ""customer_address"".""ca_address_sk"" = ""customer"".""c_current_addr_sk"" LEFT JOIN ""web_returns"" ON ""customer"".""c_customer_sk"" = ""web_returns"".""wr_refunded_customer_sk"" WHERE ""catalog_sales"".""cs_net_paid_inc_ship_tax"" BETWEEN 25.14 AND 41670.68 AND ""customer"".""c_birth_year"" BETWEEN 1924 AND 1992 AND ""customer_address"".""ca_zip"" BETWEEN '04736' AND '99981' AND ""web_returns"".""wr_net_loss"" BETWEEN 21.28 AND 11910.44;"
q16.sql,3,22400652,catalog_page|catalog_sales|date_dim|promotion,4,70cd22bf,ok,"SELECT DISTINCT ON(""catalog_sales"".""cs_sold_date_sk"") ""catalog_sales"".""cs_bill_cdemo_sk"" FROM ""catalog_sales"" LEFT JOIN ""catalog_page"" ON ""catalog_sales"".""cs_catalog_page_sk"" = ""catalog_page"".""cp_catalog_page_sk"" LEFT JOIN ""date_dim"" ON ""catalog_sales"".""cs_sold_date_sk"" = ""date_dim"".""d_date_sk"" LEFT JOIN ""promotion"" ON ""catalog_sales"".""cs_promo_sk"" = ""promotion"".""p_promo_sk"" WHERE ""promotion"".""p_discount_active"" BETWEEN 'N' AND 'N' AND ""catalog_sales"".""cs_ship_hdemo_sk"" BETWEEN 70 AND 7200 AND ""catalog_page"".""cp_catalog_page_number"" BETWEEN 2 AND 108 AND ""date_dim"".""d_year"" BETWEEN 1902 AND 2100;"
q17.sql,7,62126010,catalog_sales|customer|customer_address|date_dim|household_demographics|store_sales|time_dim|web_sales,8,b04f841b,ok,"SELECT DISTINCT ON(""store_sales"".""ss_sold_date_sk"") ""store_sales"".""ss_net_paid_inc_tax"" FROM ""store_sales"" LEFT JOIN ""time_dim"" ON ""store_sales"".""ss_sold_time_sk"" = ""time_dim"".""t_time_sk"" LEFT JOIN ""date_dim"" ON ""store_sales"".""ss_sold_date_sk"" = ""date_dim"".""d_date_sk"" LEFT JOIN ""catalog_sales"" ON ""date_dim"".""d_date_sk"" = ""catalog_sales"".""cs_sold_date_sk"" LEFT JOIN ""customer_address"" ON ""store_sales"".""ss_addr_sk"" = ""customer_address"".""ca_address_sk"" LEFT JOIN ""household_demographics"" ON ""store_sales"".""ss_hdemo_sk"" = ""household_demographics"".""hd_demo_sk"" LEFT JOIN ""web_sales"" ON ""date_dim"".""d_date_sk"" = ""web_sales"".""ws_sold_date_sk"" LEFT JOIN ""customer"" ON ""household_demographics"".""hd_demo_sk"" = ""customer"".""c_current_hdemo_sk"" WHERE ""household_demographics"".""hd_dep_count"" BETWEEN 0 AND 9 AND ""date_dim"".""d_weekend"" BETWEEN 'N' AND 'Y' AND ""web_sales"".""ws_ship_cdemo_sk"" BETWEEN 18025 AND 1920761 AND ""customer"".""c_salutation"" BETWEEN 'Dr.' AND 'Sir' AND ""catalog_sales"".""cs_list_price"" BETWEEN 3.58 AND 300.0 AND ""store_sales"".""ss_ext_sales_price"" BETWEEN 0.08 AND 19308.0 AND ""customer_address"".""ca_address_id"" BETWEEN 'AAAAAAAAACIIAAAA' AND 'AAAAAAAAPPPLAAAA' AND ""time_dim"".""t_minute"" BETWEEN 0 AND 59;"
q18.sql,6,35967452,catalog_page|catalog_sales|date_dim|item|promotion|store_sales|web_sales,7,bbf7940b,ok,"SELECT DISTINCT ON(""catalog_sales"".""cs_sold_date_sk"") ""catalog_sales"".""cs_ship_date_sk"" FROM ""catalog_sales"" LEFT JOIN ""promotion"" ON ""catalog_sales"".""cs_promo_sk"" = ""promotion"".""p_promo_sk"" LEFT JOIN ""catalog_page"" ON ""catalog_sales"".""cs_catalog_page_sk"" = ""catalog_page"".""cp_catalog_page_sk"" LEFT JOIN ""date_dim"" ON ""catalog_sales"".""cs_sold_date_sk"" = ""date_dim"".""d_date_sk"" LEFT JOIN ""store_sales"" ON ""promotion"".""p_promo_sk"" = ""store_sales"".""ss_promo_sk"" LEFT JOIN ""item"" ON ""catalog_sales"".""cs_item_sk"" = ""item"".""i_item_sk"" LEFT JOIN ""web_sales"" ON ""item"".""i_item_sk"" = ""web_sales"".""ws_item_sk"" WHERE ""catalog_sales"".""cs_coupon_amt"" BETWEEN 0.0 AND 26641.48 AND ""store_sales"".""ss_wholesale_cost"" BETWEEN 1.98 AND 100.0 AND ""item"".""i_rec_start_date"" BETWEEN '1997-10-27T00:00:00' AND '2001-10-27' AND ""catalog_page"".""cp_catalog_page_number"" BETWEEN 2 AND 108 AND ""web_sales"".""ws_list_price"" BETWEEN 3.63 AND 300.0 AND ""date_dim"".""d_current_week"" BETWEEN 'N' AND 'N' AND ""promotion"".""p_channel_dmail"" BETWEEN 'N' AND 'Y';"
q19.sql,5,41706712,catalog_sales|customer_demographics|date_dim|promotion|web_page|web_sales,6,83a5e67f,ok,"SELECT DISTINCT ON(""date_dim"".""d_date_sk"") ""date_dim"".""d_quarter_name"" FROM ""date_dim"" LEFT JOIN ""web_sales"" ON ""date_dim"".""d_date_sk"" = ""web_sales"".""ws_sold_date_sk"" LEFT JOIN ""customer_demographics"" ON ""web_sales"".""ws_bill_cdemo_sk"" = ""customer_demographics"".""cd_demo_sk"" LEFT JOIN ""web_page"" ON ""web_sales"".""ws_web_page_sk"" = ""web_page"".""wp_web_page_sk"" LEFT JOIN ""catalog_sales"" ON ""customer_demographics"".""cd_demo_sk"" = ""catalog_sales"".""cs_bill_cdemo_sk"" LEFT JOIN ""promotion"" ON ""web_sales"".""ws_promo_sk"" = ""promotion"".""p_promo_sk"" WHERE ""date_dim"".""d_same_day_ly"" BETWEEN 2415387 AND 2487705 AND ""promotion"".""p_channel_catalog"" BETWEEN 'N' AND 'N' AND ""catalog_sales"".""cs_ext_tax"" BETWEEN 0.0 AND 2416.94 AND ""web_sales"".""ws_net_paid"" BETWEEN 0.0 AND 28538.37 AND ""web_page"".""wp_rec_start_date"" BETWEEN '1997-09-03T00:00:00' AND '2001-09-03' AND ""customer_demographics"".""cd_dep_college_count"" BETWEEN 0 AND 6;"
q20.sql,2,22092652,catalog_sales|customer|household_demographics,3,48718e9e,ok,"SELECT DISTINCT ON(""catalog_sales"".""cs_sold_date_sk"") ""catalog_sales"".""cs_catalog_page_sk"" FROM ""catalog_sales"" LEFT JOIN ""household_demographics"" ON ""catalog_sales"".""cs_bill_hdemo_sk"" = ""household_demographics"".""hd_demo_sk"" LEFT JOIN ""customer"" ON ""household_demographics"".""hd_demo_sk"" = ""customer"".""c_current_hdemo_sk"" WHERE ""household_demographics"".""hd_vehicle_count"" BETWEEN -1 AND 4 AND ""catalog_sales"".""cs_net_paid"" BETWEEN 0.0 AND 28767.0 AND ""customer"".""c_email_address"" BETWEEN 'Albert.Pierce@99v1bsAFZbCLBZEV3.org' AND 'Zulma.Carter@MfvjVN43Udd95KeZ.com';"
q21.sql,6,1927080,catalog_returns|catalog_sales|date_dim|inventory|item|warehouse|web_sales,7,f83c4590,ok,"SELECT DISTINCT ON(""warehouse"".""w_warehouse_sk"") ""warehouse"".""w_warehouse_name"" FROM ""warehouse"" LEFT JOIN ""inventory"" ON ""warehouse"".""w_warehouse_sk"" = ""inventory"".""inv_warehouse_sk"" LEFT JOIN ""date_dim"" ON ""inventory"".""inv_date_sk"" = ""date_dim"".""d_date_sk"" LEFT JOIN ""catalog_sales"" ON ""date_dim"".""d_date_sk"" = ""catalog_sales"".""cs_sold_date_sk"" LEFT JOIN ""catalog_returns"" ON ""date_dim"".""d_date_sk"" = ""catalog_returns"".""cr_returned_date_sk"" LEFT JOIN ""web_sales"" ON ""date_dim"".""d_date_sk"" = ""web_sales"".""ws_sold_date_sk"" LEFT JOIN ""item"" ON ""inventory"".""inv_item_sk"" = ""item"".""i_item_sk"" WHERE ""inventory"".""inv_quantity_on_hand"" BETWEEN 9 AND 1000 AND ""warehouse"".""w_zip"" BETWEEN '35709' AND '35709' AND ""date_dim"".""d_same_day_lq"" BETWEEN 2415660 AND 2487978 AND ""item"".""i_product_name"" BETWEEN 'ableablepripri' AND 'pripripripriought' AND ""catalog_returns"".""cr_ship_mode_sk"" BETWEEN 1 AND 20 AND ""catalog_sales"".""cs_ship_hdemo_sk"" BETWEEN 70 AND 7200 AND ""web_sales"".""ws_ext_sales_price"" BETWEEN 0.36 AND 28592.19;"
q22.sql,2,37145980,inventory|item|store_sales,3,3f74dc57,ok,"SELECT DISTINCT ON(""inventory"".""inv_date_sk"") ""inventory"".""inv_warehouse_sk"" FROM ""inventory"" LEFT JOIN ""item"" ON ""inventory"".""inv_item_sk"" = ""item"".""i_item_sk"" LEFT JOIN ""store_sales"" ON ""item"".""i_item_sk"" = ""store_sales"".""ss_item_sk"" WHERE ""inventory"".""inv_quantity_on_hand"" BETWEEN 9 AND 1000 AND ""store_sales"".""ss_wholesale_cost"" BETWEEN 1.98 AND 100.0 AND ""item"".""i_brand_id"" BETWEEN 1001001 AND 10016017;"
q23.sql,5,38906232,catalog_sales|customer|customer_address|date_dim|store|store_sales,6,541f35b1,ok,"SELECT DISTINCT ON(""store_sales"".""ss_sold_date_sk"") ""store_sales"".""ss_ext_tax"" FROM ""store_sales"" LEFT JOIN ""store"" ON ""store_sales"".""ss_store_sk"" = ""store"".""s_store_sk"" LEFT JOIN ""customer_address"" ON ""store_sales"".""ss_addr_sk"" = ""customer_address"".""ca_address_sk"" LEFT JOIN ""date_dim"" ON ""store_sales"".""ss_sold_date_sk"" = ""date_dim"".""d_date_sk"" LEFT JOIN ""catalog_sales"" ON ""date_dim"".""d_date_sk"" = ""catalog_sales"".""cs_sold_date_sk"" LEFT JOIN ""customer"" ON ""catalog_sales"".""cs_bill_customer_sk"" = ""customer"".""c_customer_sk"" WHERE ""date_dim"".""d_fy_quarter_seq"" BETWEEN 9 AND 801 AND ""customer"".""c_customer_id"" BETWEEN 'AAAAAAAAACILAAAA' AND 'AAAAAAAAPPPPAAAA' AND ""catalog_sales"".""cs_sold_time_sk"" BETWEEN 3623 AND 86399 AND ""store_sales"".""ss_list_price"" BETWEEN 2.85 AND 200.0 AND ""customer_address"".""ca_gmt_offset"" BETWEEN -8.0 AND -5.0 AND ""store"".""s_rec_start_date"" BETWEEN '1997-03-13T00:00:00' AND '2001-03-13';"
