query_id,query_hash,num_permanent_tables_accessed,read_table_ids,num_joins,mbytes_scanned,execution_duration_ms,rows_returned,status,error_msg
16c.sql,ce573ba0,8,"1,3,4,7,8,10,12,14",7,342.332,187.4,1,ok,
16d.sql,45d188c3,8,"1,3,4,7,8,10,12,14",7,342.332,169.06,1,ok,
17a.sql,084ad1c2,7,"1,3,4,7,8,12,14",6,331.516,186.42,1,ok,
17b.sql,64d9d260,7,"1,3,4,7,8,12,14",6,331.516,206.49,1,ok,
17c.sql,56013e31,7,"1,3,4,7,8,12,14",6,331.516,193.8,1,ok,
17d.sql,a9ffa97f,7,"1,3,4,7,8,12,14",6,331.516,213.79,1,ok,
17e.sql,6825a8ca,7,"1,3,4,7,8,12,14",6,331.516,175.16,1,ok,
17f.sql,407dd45c,7,"1,3,4,7,8,12,14",6,331.516,303.96,1,ok,
18a.sql,165642a1,6,"1,2,4,8,9,16",6,601.403,258.8,1,ok,
18b.sql,daf4a211,6,"1,2,4,8,9,16",6,601.403,132.69,1,ok,
18c.sql,90d787b4,6,"1,2,4,8,9,16",6,601.403,188.39,1,ok,
19a.sql,84ecdb98,10,"1,2,4,5,7,8,10,12,16,18",9,655.805,276.0,1,ok,
19b.sql,412d7fc0,10,"1,2,4,5,7,8,10,12,16,18",9,655.805,139.65,1,ok,
19c.sql,47287437,10,"1,2,4,5,7,8,10,12,16,18",9,655.805,399.07,1,ok,
19d.sql,0f9bc21a,10,"1,2,4,5,7,8,10,12,16,18",9,655.805,509.13,1,ok,
1a.sql,68f9eccf,5,"7,8,9,16,21",4,62.253,21.09,1,ok,
1b.sql,7d789e98,5,"7,8,9,16,21",4,62.253,20.41,1,ok,
1c.sql,91569977,5,"7,8,9,16,21",4,62.253,19.0,1,ok,
1d.sql,30f2a62e,5,"7,8,9,16,21",4,62.253,19.89,1,ok,
20a.sql,f8d43178,9,"1,3,4,5,8,13,14,19,20",9,340.237,324.2,1,ok,
20b.sql,5bf27ed4,9,"1,3,4,5,8,13,14,19,20",9,340.237,235.12,1,ok,
20c.sql,e5eb1499,9,"1,3,4,5,8,13,14,19,20",9,340.237,250.83,1,ok,
21a.sql,335022c9,9,"2,3,7,8,12,14,15,17,21",8,365.042,56.84,1,ok,
21b.sql,11c9f2e7,9,"2,3,7,8,12,14,15,17,21",8,365.042,51.13,1,ok,
21c.sql,8e1bd96d,9,"2,3,7,8,12,14,15,17,21",8,365.042,57.33,1,ok,
22a.sql,9da0cee7,10,"2,3,7,8,9,12,14,16,19,21",10,375.963,282.13,1,ok,
22b.sql,2738c0d8,10,"2,3,7,8,9,12,14,16,19,21",10,375.963,163.63,1,ok,
22c.sql,508652ef,10,"2,3,7,8,9,12,14,16,19,21",10,375.963,390.33,1,ok,
22d.sql,05afdd3c,10,"2,3,7,8,9,12,14,16,19,21",10,375.963,635.7,1,ok,
23a.sql,28316b91,11,"2,3,7,8,12,13,14,16,19,20,21",10,365.463,160.94,1,ok,
23b.sql,ebfcac9b,11,"2,3,7,8,12,13,14,16,19,20,21",10,365.463,110.59,1,ok,
23c.sql,fb992704,11,"2,3,7,8,12,13,14,16,19,20,21",10,365.463,155.06,1,ok,
24a.sql,5fd8d117,12,"1,2,3,4,5,7,8,10,12,14,16,18",11,670.451,373.28,1,ok,
24b.sql,580b1b96,12,"1,2,3,4,5,7,8,10,12,14,16,18",11,670.451,88.32,1,ok,
25a.sql,2cfd5e4e,8,"1,2,3,4,8,9,14,16",8,616.048,236.39,1,ok,
25b.sql,28979637,8,"1,2,3,4,8,9,14,16",8,616.048,96.16,1,ok,
25c.sql,4c9a6361,8,"1,2,3,4,8,9,14,16",8,616.048,383.96,1,ok,
26a.sql,b96613a8,11,"1,3,4,5,8,9,13,14,16,19,20",11,351.278,259.53,1,ok,
26b.sql,76ec83a7,11,"1,3,4,5,8,9,13,14,16,19,20",11,351.278,159.57,1,ok,
26c.sql,892c9766,11,"1,3,4,5,8,9,13,14,16,19,20",11,351.278,342.29,1,ok,
27a.sql,16265c48,11,"2,3,7,8,12,13,14,15,17,20,21",11,365.583,51.0,1,ok,
27b.sql,9205eb46,11,"2,3,7,8,12,13,14,15,17,20,21",11,365.583,49.53,1,ok,
27c.sql,fe6f0495,11,"2,3,7,8,12,13,14,15,17,20,21",11,365.583,52.33,1,ok,
28a.sql,809a6fd1,12,"2,3,7,8,9,12,13,14,16,19,20,21",13,376.503,514.38,1,ok,
28b.sql,d5679897,12,"2,3,7,8,9,12,13,14,16,19,20,21",13,376.503,245.28,1,ok,
28c.sql,64a96015,12,"2,3,7,8,9,12,13,14,16,19,20,21",13,376.503,382.68,1,ok,
29a.sql,db832029,15,"1,2,3,4,5,6,7,8,10,12,13,14,16,18,20",16,745.083,128.87,1,ok,
29b.sql,40c25ddc,15,"1,2,3,4,5,6,7,8,10,12,13,14,16,18,20",16,745.083,130.04,1,ok,
29c.sql,8a55e02e,15,"1,2,3,4,5,6,7,8,10,12,13,14,16,18,20",16,745.083,235.41,1,ok,
2a.sql,840ff0c2,5,"3,7,8,12,14",4,68.208,96.72,1,ok,
2b.sql,9a814906,5,"3,7,8,12,14",4,68.208,97.85,1,ok,
2c.sql,25d55bbe,5,"3,7,8,12,14",4,68.208,88.47,1,ok,
2d.sql,d4024b14,5,"3,7,8,12,14",4,68.208,96.09,1,ok,
30a.sql,4f0e5d96,10,"1,2,3,4,8,9,13,14,16,20",11,616.589,356.18,1,ok,
30b.sql,41e56efc,10,"1,2,3,4,8,9,13,14,16,20",11,616.589,177.08,1,ok,
30c.sql,22c86934,10,"1,2,3,4,8,9,13,14,16,20",11,616.589,488.74,1,ok,
31a.sql,19e3cbf1,10,"1,2,3,4,7,8,9,12,14,16",10,639.271,324.65,1,ok,
31b.sql,35fcc932,10,"1,2,3,4,7,8,9,12,14,16",10,639.271,216.05,1,ok,
31c.sql,588bd257,10,"1,2,3,4,7,8,9,12,14,16",10,639.271,395.97,1,ok,
32a.sql,3bdb3bad,5,"3,8,14,15,17",5,45.105,17.15,1,ok,
32b.sql,dced393c,5,"3,8,14,15,17",5,45.105,56.44,1,ok,
33a.sql,60e32338,8,"7,8,9,12,15,16,17,19",13,64.723,60.58,1,ok,
33b.sql,09255b59,8,"7,8,9,12,15,16,17,19",13,64.723,97.9,1,ok,
33c.sql,1ed5e57b,8,"7,8,9,12,15,16,17,19",13,64.723,63.96,1,ok,
3a.sql,e54a7e1d,4,"2,3,8,14",3,341.699,209.17,1,ok,
3b.sql,c3b037bb,4,"2,3,8,14",3,341.699,142.39,1,ok,
3c.sql,fe3aa288,4,"2,3,8,14",3,341.699,177.22,1,ok,
4a.sql,206ec6c3,5,"3,8,9,14,16",4,56.026,216.03,1,ok,
4b.sql,940777f9,5,"3,8,9,14,16",4,56.026,57.72,1,ok,
4c.sql,15e5539a,5,"3,8,9,14,16",4,56.026,250.21,1,ok,
5a.sql,048f19ff,5,"2,7,8,16,21",4,347.928,154.28,1,ok,
5b.sql,0ab0ed4a,5,"2,7,8,16,21",4,347.928,137.05,1,ok,
5c.sql,f5482cfa,5,"2,7,8,16,21",4,347.928,147.97,1,ok,
6a.sql,c44094c4,5,"1,3,4,8,14",4,308.293,127.97,1,ok,
6b.sql,ac681cba,5,"1,3,4,8,14",4,308.293,68.34,1,ok,
6c.sql,e6a499f7,5,"1,3,4,8,14",4,308.293,56.86,1,ok,
6d.sql,176ee13d,5,"1,3,4,8,14",4,308.293,166.07,1,ok,
6e.sql,84a04d1b,5,"1,3,4,8,14",4,308.293,122.46,1,ok,
6f.sql,d423e118,5,"1,3,4,8,14",4,308.293,361.32,1,ok,
7a.sql,c33a705c,8,"1,4,6,8,10,15,16,17",7,378.676,99.02,1,ok,
7b.sql,479089b0,8,"1,4,6,8,10,15,16,17",7,378.676,57.6,1,ok,
7c.sql,86e95064,8,"1,4,6,8,10,15,16,17",7,378.676,2698.42,1,ok,
8a.sql,6fbc32b7,7,"1,4,7,8,10,12,18",6,327.687,136.31,1,ok,
8b.sql,add03255,7,"1,4,7,8,10,12,18",6,327.687,125.34,1,ok,
8c.sql,a65a12dd,7,"1,4,7,8,10,12,18",6,327.687,435.41,1,ok,
8d.sql,cc04f064,7,"1,4,7,8,10,12,18",6,327.687,283.22,1,ok,
9a.sql,dbe9815e,8,"1,4,5,7,8,10,12,18",7,359.091,379.0,1,ok,
9b.sql,c8c876e8,8,"1,4,5,7,8,10,12,18",7,359.091,237.85,1,ok,
9c.sql,bb339d1f,8,"1,4,5,7,8,10,12,18",7,359.091,299.63,1,ok,
9d.sql,e3db8c32,8,"1,4,5,7,8,10,12,18",7,359.091,359.04,1,ok,
fkindexes.sql,8b4e0e16,0,,0,0.0,1.87,,error,"Invalid Input Error: Cannot execute statement of type ""CREATE"" on database ""imdb"" which is attached in read-only mode!"
schema.sql,ff1329fb,0,,0,0.0,1.56,,error,"Invalid Input Error: Cannot execute statement of type ""CREATE"" on database ""imdb"" which is attached in read-only mode!"
