query_file,tables_match_exact,jaccard_similarity,W_tables,Wprime_tables,only_in_W,only_in_Wprime,W_n_tables,Wprime_n_tables,W_join_count,gen_status
1b.sql,False,0.429,company_type|info_type|movie_companies|movie_info_idx|title,company_type|movie_companies|movie_info|movie_link|title,info_type|movie_info_idx,movie_info|movie_link,5,5,4,ok
1c.sql,False,0.429,company_type|info_type|movie_companies|movie_info_idx|title,company_name|company_type|movie_companies|movie_info|title,info_type|movie_info_idx,company_name|movie_info,5,5,4,ok
1d.sql,False,0.429,company_type|info_type|movie_companies|movie_info_idx|title,company_name|company_type|movie_companies|movie_link|title,info_type|movie_info_idx,company_name|movie_link,5,5,4,ok
20a.sql,False,0.462,cast_info|char_name|comp_cast_type|complete_cast|keyword|kind_type|movie_keyword|name|title,aka_title|cast_info|char_name|comp_cast_type|complete_cast|kind_type|movie_info|movie_info_idx|role_type|title,keyword|movie_keyword|name,aka_title|movie_info|movie_info_idx|role_type,9,10,9,ok
20b.sql,False,0.462,cast_info|char_name|comp_cast_type|complete_cast|keyword|kind_type|movie_keyword|name|title,aka_title|cast_info|comp_cast_type|complete_cast|kind_type|movie_info_idx|movie_keyword|movie_link|role_type|title,char_name|keyword|name,aka_title|movie_info_idx|movie_link|role_type,9,10,9,ok
20c.sql,False,0.267,cast_info|char_name|comp_cast_type|complete_cast|keyword|kind_type|movie_keyword|name|title,aka_title|cast_info|comp_cast_type|complete_cast|info_type|movie_companies|movie_info|movie_info_idx|role_type|title,char_name|keyword|kind_type|movie_keyword|name,aka_title|info_type|movie_companies|movie_info|movie_info_idx|role_type,9,10,9,ok
21a.sql,False,0.385,company_name|company_type|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,cast_info|char_name|company_name|company_type|kind_type|movie_companies|movie_info_idx|movie_keyword|title,keyword|link_type|movie_info|movie_link,cast_info|char_name|kind_type|movie_info_idx,9,9,8,ok
21b.sql,False,0.385,company_name|company_type|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,company_name|company_type|complete_cast|info_type|kind_type|movie_companies|movie_info|movie_info_idx|title,keyword|link_type|movie_keyword|movie_link,complete_cast|info_type|kind_type|movie_info_idx,9,9,8,ok
21c.sql,False,0.5,company_name|company_type|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,aka_title|company_name|company_type|kind_type|link_type|movie_companies|movie_info_idx|movie_link|title,keyword|movie_info|movie_keyword,aka_title|kind_type|movie_info_idx,9,9,8,ok
22a.sql,False,0.4,company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,aka_title|comp_cast_type|company_name|company_type|complete_cast|kind_type|link_type|movie_companies|movie_keyword|movie_link|title,info_type|keyword|movie_info|movie_info_idx,aka_title|comp_cast_type|complete_cast|link_type|movie_link,10,11,10,ok
22b.sql,False,0.75,company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,aka_title|company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_keyword|movie_link|title,movie_info_idx,aka_title|movie_link,10,11,10,ok
22c.sql,False,0.312,company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,aka_title|cast_info|char_name|comp_cast_type|company_name|company_type|complete_cast|kind_type|movie_companies|movie_link|title,info_type|keyword|movie_info|movie_info_idx|movie_keyword,aka_title|cast_info|char_name|comp_cast_type|complete_cast|movie_link,10,11,10,ok
22d.sql,False,0.4,company_name|company_type|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,cast_info|comp_cast_type|company_name|company_type|complete_cast|kind_type|link_type|movie_companies|movie_info_idx|movie_link|title,info_type|keyword|movie_info|movie_keyword,cast_info|comp_cast_type|complete_cast|link_type|movie_link,10,11,10,ok
23a.sql,False,0.467,comp_cast_type|company_name|company_type|complete_cast|info_type|keyword|kind_type|movie_companies|movie_info|movie_keyword|title,aka_title|cast_info|comp_cast_type|complete_cast|info_type|kind_type|movie_info|movie_info_idx|movie_keyword|person_info|title,company_name|company_type|keyword|movie_companies,aka_title|cast_info|movie_info_idx|person_info,11,11,10,ok
23b.sql,False,0.294,comp_cast_type|company_name|company_type|complete_cast|info_type|keyword|kind_type|movie_companies|movie_info|movie_keyword|title,aka_title|cast_info|comp_cast_type|complete_cast|info_type|movie_info|movie_info_idx|movie_link|name|role_type|title,company_name|company_type|keyword|kind_type|movie_companies|movie_keyword,aka_title|cast_info|movie_info_idx|movie_link|name|role_type,11,11,10,ok
23c.sql,False,0.375,comp_cast_type|company_name|company_type|complete_cast|info_type|keyword|kind_type|movie_companies|movie_info|movie_keyword|title,cast_info|comp_cast_type|complete_cast|info_type|movie_info|movie_info_idx|movie_keyword|movie_link|name|person_info|title,company_name|company_type|keyword|kind_type|movie_companies,cast_info|movie_info_idx|movie_link|name|person_info,11,11,10,ok
24a.sql,False,0.412,aka_name|cast_info|char_name|company_name|info_type|keyword|movie_companies|movie_info|movie_keyword|name|role_type|title,aka_name|cast_info|kind_type|link_type|movie_companies|movie_info_idx|movie_keyword|movie_link|name|person_info|role_type|title,char_name|company_name|info_type|keyword|movie_info,kind_type|link_type|movie_info_idx|movie_link|person_info,12,12,11,ok
24b.sql,False,0.6,aka_name|cast_info|char_name|company_name|info_type|keyword|movie_companies|movie_info|movie_keyword|name|role_type|title,aka_name|cast_info|company_name|info_type|link_type|movie_companies|movie_info|movie_link|name|person_info|role_type|title,char_name|keyword|movie_keyword,link_type|movie_link|person_info,12,12,11,ok
25a.sql,False,0.417,cast_info|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,cast_info|char_name|complete_cast|info_type|movie_info_idx|name|person_info|role_type|title,keyword|movie_info|movie_keyword,char_name|complete_cast|person_info|role_type,8,9,8,ok
25b.sql,False,0.308,cast_info|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,aka_name|cast_info|char_name|link_type|movie_info|movie_link|name|role_type|title,info_type|keyword|movie_info_idx|movie_keyword,aka_name|char_name|link_type|movie_link|role_type,8,9,8,ok
25c.sql,False,0.308,cast_info|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,cast_info|char_name|kind_type|link_type|movie_info_idx|movie_link|name|role_type|title,info_type|keyword|movie_info|movie_keyword,char_name|kind_type|link_type|movie_link|role_type,8,9,8,ok
26a.sql,False,0.533,cast_info|char_name|comp_cast_type|complete_cast|info_type|keyword|kind_type|movie_info_idx|movie_keyword|name|title,aka_title|cast_info|complete_cast|info_type|kind_type|movie_info|movie_info_idx|movie_keyword|name|person_info|role_type|title,char_name|comp_cast_type|keyword,aka_title|movie_info|person_info|role_type,11,12,11,ok
26b.sql,False,0.533,cast_info|char_name|comp_cast_type|complete_cast|info_type|keyword|kind_type|movie_info_idx|movie_keyword|name|title,aka_title|cast_info|comp_cast_type|complete_cast|keyword|kind_type|movie_info|movie_info_idx|movie_keyword|movie_link|role_type|title,char_name|info_type|name,aka_title|movie_info|movie_link|role_type,11,12,11,ok
26c.sql,False,0.438,cast_info|char_name|comp_cast_type|complete_cast|info_type|keyword|kind_type|movie_info_idx|movie_keyword|name|title,aka_title|cast_info|comp_cast_type|complete_cast|keyword|kind_type|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,char_name|info_type|movie_info_idx|name,aka_title|link_type|movie_companies|movie_info|movie_link,11,12,11,ok
27a.sql,False,0.643,comp_cast_type|company_name|company_type|complete_cast|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,aka_title|comp_cast_type|complete_cast|keyword|kind_type|link_type|movie_companies|movie_info|movie_info_idx|movie_keyword|movie_link|title,company_name|company_type,aka_title|kind_type|movie_info_idx,11,12,11,ok
27b.sql,False,0.533,comp_cast_type|company_name|company_type|complete_cast|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,aka_title|cast_info|comp_cast_type|complete_cast|keyword|kind_type|link_type|movie_info|movie_keyword|movie_link|role_type|title,company_name|company_type|movie_companies,aka_title|cast_info|kind_type|role_type,11,12,11,ok
27c.sql,False,0.438,comp_cast_type|company_name|company_type|complete_cast|keyword|link_type|movie_companies|movie_info|movie_keyword|movie_link|title,cast_info|char_name|company_name|company_type|complete_cast|link_type|movie_companies|movie_info_idx|movie_link|name|role_type|title,comp_cast_type|keyword|movie_info|movie_keyword,cast_info|char_name|movie_info_idx|name|role_type,11,12,11,ok
28a.sql,False,0.529,comp_cast_type|company_name|company_type|complete_cast|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,aka_title|cast_info|char_name|comp_cast_type|company_name|company_type|complete_cast|info_type|kind_type|movie_companies|movie_info_idx|person_info|role_type|title,keyword|movie_info|movie_keyword,aka_title|cast_info|char_name|person_info|role_type,12,14,13,ok
28b.sql,False,0.368,comp_cast_type|company_name|company_type|complete_cast|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,aka_name|aka_title|cast_info|complete_cast|keyword|kind_type|link_type|movie_info|movie_info_idx|movie_keyword|movie_link|name|role_type|title,comp_cast_type|company_name|company_type|info_type|movie_companies,aka_name|aka_title|cast_info|link_type|movie_link|name|role_type,12,14,13,ok
28c.sql,False,0.444,comp_cast_type|company_name|company_type|complete_cast|info_type|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|title,aka_title|cast_info|comp_cast_type|company_type|complete_cast|info_type|kind_type|link_type|movie_companies|movie_info_idx|movie_link|name|person_info|title,company_name|keyword|movie_info|movie_keyword,aka_title|cast_info|link_type|movie_link|name|person_info,12,14,13,ok
29a.sql,False,0.6,aka_name|cast_info|char_name|comp_cast_type|company_name|complete_cast|info_type|keyword|movie_companies|movie_info|movie_keyword|name|person_info|role_type|title,aka_name|aka_title|cast_info|char_name|company_name|company_type|info_type|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|movie_link|name|person_info|role_type|title,comp_cast_type|complete_cast|keyword,aka_title|company_type|kind_type|movie_info_idx|movie_link,15,17,16,ok
29b.sql,False,0.684,aka_name|cast_info|char_name|comp_cast_type|company_name|complete_cast|info_type|keyword|movie_companies|movie_info|movie_keyword|name|person_info|role_type|title,aka_name|aka_title|cast_info|char_name|comp_cast_type|company_name|complete_cast|info_type|kind_type|movie_companies|movie_info|movie_info_idx|movie_link|name|person_info|role_type|title,keyword|movie_keyword,aka_title|kind_type|movie_info_idx|movie_link,15,17,16,ok
29c.sql,False,0.6,aka_name|cast_info|char_name|comp_cast_type|company_name|complete_cast|info_type|keyword|movie_companies|movie_info|movie_keyword|name|person_info|role_type|title,aka_name|aka_title|cast_info|complete_cast|info_type|keyword|kind_type|link_type|movie_companies|movie_info|movie_info_idx|movie_keyword|movie_link|name|person_info|role_type|title,char_name|comp_cast_type|company_name,aka_title|kind_type|link_type|movie_info_idx|movie_link,15,17,16,ok
2a.sql,False,0.429,company_name|keyword|movie_companies|movie_keyword|title,company_name|company_type|movie_companies|movie_info_idx|title,keyword|movie_keyword,company_type|movie_info_idx,5,5,4,ok
2b.sql,False,0.667,company_name|keyword|movie_companies|movie_keyword|title,company_name|complete_cast|movie_companies|movie_keyword|title,keyword,complete_cast,5,5,4,ok
2c.sql,False,0.429,company_name|keyword|movie_companies|movie_keyword|title,cast_info|company_name|company_type|movie_companies|title,keyword|movie_keyword,cast_info|company_type,5,5,4,ok
2d.sql,False,0.429,company_name|keyword|movie_companies|movie_keyword|title,aka_title|company_name|company_type|movie_companies|title,keyword|movie_keyword,aka_title|company_type,5,5,4,ok
30a.sql,False,0.692,cast_info|comp_cast_type|complete_cast|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,aka_name|aka_title|cast_info|comp_cast_type|complete_cast|info_type|keyword|kind_type|movie_info|movie_keyword|name|title,movie_info_idx,aka_name|aka_title|kind_type,10,12,11,ok
30b.sql,False,0.571,cast_info|comp_cast_type|complete_cast|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,aka_title|comp_cast_type|complete_cast|info_type|keyword|kind_type|movie_info|movie_info_idx|movie_keyword|movie_link|person_info|title,cast_info|name,aka_title|kind_type|movie_link|person_info,10,12,11,ok
30c.sql,False,0.375,cast_info|comp_cast_type|complete_cast|info_type|keyword|movie_info|movie_info_idx|movie_keyword|name|title,aka_title|cast_info|company_name|complete_cast|keyword|kind_type|link_type|movie_companies|movie_info_idx|movie_keyword|movie_link|title,comp_cast_type|info_type|movie_info|name,aka_title|company_name|kind_type|link_type|movie_companies|movie_link,10,12,11,ok
31a.sql,False,0.5,cast_info|company_name|info_type|keyword|movie_companies|movie_info|movie_info_idx|movie_keyword|name|title,cast_info|char_name|info_type|keyword|kind_type|movie_companies|movie_info|movie_keyword|person_info|role_type|title,company_name|movie_info_idx|name,char_name|kind_type|person_info|role_type,10,11,10,ok
31b.sql,False,0.4,cast_info|company_name|info_type|keyword|movie_companies|movie_info|movie_info_idx|movie_keyword|name|title,aka_name|cast_info|char_name|info_type|kind_type|movie_info|movie_info_idx|name|person_info|role_type|title,company_name|keyword|movie_companies|movie_keyword,aka_name|char_name|kind_type|person_info|role_type,10,11,10,ok
31c.sql,False,0.4,cast_info|company_name|info_type|keyword|movie_companies|movie_info|movie_info_idx|movie_keyword|name|title,aka_name|cast_info|char_name|keyword|link_type|movie_info|movie_keyword|movie_link|name|role_type|title,company_name|info_type|movie_companies|movie_info_idx,aka_name|char_name|link_type|movie_link|role_type,10,11,10,ok
32a.sql,False,0.833,keyword|link_type|movie_keyword|movie_link|title,cast_info|keyword|link_type|movie_keyword|movie_link|title,,cast_info,5,6,5,ok
32b.sql,False,0.375,keyword|link_type|movie_keyword|movie_link|title,comp_cast_type|complete_cast|keyword|movie_info|movie_keyword|title,link_type|movie_link,comp_cast_type|complete_cast|movie_info,5,6,5,ok
33a.sql,False,0.571,company_name|info_type|kind_type|link_type|movie_companies|movie_info_idx|movie_link|title,aka_title|cast_info|company_name|company_type|complete_cast|info_type|kind_type|link_type|movie_companies|movie_info|movie_info_idx|movie_keyword|movie_link|title,,aka_title|cast_info|company_type|complete_cast|movie_info|movie_keyword,8,14,13,ok
33b.sql,False,0.375,company_name|info_type|kind_type|link_type|movie_companies|movie_info_idx|movie_link|title,aka_title|cast_info|company_name|company_type|complete_cast|info_type|kind_type|movie_companies|movie_info|movie_info_idx|name|person_info|role_type|title,link_type|movie_link,aka_title|cast_info|company_type|complete_cast|movie_info|name|person_info|role_type,8,14,13,ok
33c.sql,False,0.375,company_name|info_type|kind_type|link_type|movie_companies|movie_info_idx|movie_link|title,aka_title|cast_info|char_name|company_name|company_type|complete_cast|keyword|kind_type|movie_companies|movie_info|movie_info_idx|movie_keyword|movie_link|title,info_type|link_type,aka_title|cast_info|char_name|company_type|complete_cast|keyword|movie_info|movie_keyword,8,14,13,ok
3a.sql,False,0.6,keyword|movie_info|movie_keyword|title,keyword|movie_companies|movie_keyword|title,movie_info,movie_companies,4,4,3,ok
3b.sql,False,0.6,keyword|movie_info|movie_keyword|title,keyword|kind_type|movie_keyword|title,movie_info,kind_type,4,4,3,ok
3c.sql,False,0.6,keyword|movie_info|movie_keyword|title,cast_info|keyword|movie_keyword|title,movie_info,cast_info,4,4,3,ok
4a.sql,False,0.25,info_type|keyword|movie_info_idx|movie_keyword|title,info_type|movie_info|movie_info_idx|name|person_info,keyword|movie_keyword|title,movie_info|name|person_info,5,5,4,ok
4b.sql,False,0.111,info_type|keyword|movie_info_idx|movie_keyword|title,aka_name|info_type|movie_info|name|person_info,keyword|movie_info_idx|movie_keyword|title,aka_name|movie_info|name|person_info,5,5,4,ok
4c.sql,False,0.25,info_type|keyword|movie_info_idx|movie_keyword|title,info_type|movie_info|movie_info_idx|name|person_info,keyword|movie_keyword|title,movie_info|name|person_info,5,5,4,ok
5a.sql,False,0.429,company_type|info_type|movie_companies|movie_info|title,company_name|company_type|movie_companies|movie_link|title,info_type|movie_info,company_name|movie_link,5,5,4,ok
5b.sql,False,0.429,company_type|info_type|movie_companies|movie_info|title,company_type|movie_companies|movie_info_idx|movie_keyword|title,info_type|movie_info,movie_info_idx|movie_keyword,5,5,4,ok
5c.sql,False,0.429,company_type|info_type|movie_companies|movie_info|title,company_name|company_type|movie_companies|movie_info_idx|title,info_type|movie_info,company_name|movie_info_idx,5,5,4,ok
6a.sql,False,0.25,cast_info|keyword|movie_keyword|name|title,aka_name|cast_info|char_name|name|role_type,keyword|movie_keyword|title,aka_name|char_name|role_type,5,5,4,ok
6b.sql,False,0.25,cast_info|keyword|movie_keyword|name|title,cast_info|info_type|movie_info_idx|role_type|title,keyword|movie_keyword|name,info_type|movie_info_idx|role_type,5,5,4,ok
6c.sql,False,0.429,cast_info|keyword|movie_keyword|name|title,cast_info|comp_cast_type|complete_cast|name|title,keyword|movie_keyword,comp_cast_type|complete_cast,5,5,4,ok
6d.sql,False,0.25,cast_info|keyword|movie_keyword|name|title,cast_info|char_name|name|person_info|role_type,keyword|movie_keyword|title,char_name|person_info|role_type,5,5,4,ok
6e.sql,False,0.25,cast_info|keyword|movie_keyword|name|title,cast_info|char_name|name|person_info|role_type,keyword|movie_keyword|title,char_name|person_info|role_type,5,5,4,ok
6f.sql,False,0.25,cast_info|keyword|movie_keyword|name|title,cast_info|kind_type|movie_info_idx|role_type|title,keyword|movie_keyword|name,kind_type|movie_info_idx|role_type,5,5,4,ok
7a.sql,False,0.455,aka_name|cast_info|info_type|link_type|movie_link|name|person_info|title,aka_name|aka_title|info_type|movie_info|movie_info_idx|name|person_info|title,cast_info|link_type|movie_link,aka_title|movie_info|movie_info_idx,8,8,7,ok
7b.sql,False,0.333,aka_name|cast_info|info_type|link_type|movie_link|name|person_info|title,aka_name|cast_info|char_name|kind_type|movie_info_idx|name|role_type|title,info_type|link_type|movie_link|person_info,char_name|kind_type|movie_info_idx|role_type,8,8,7,ok
