query_file,source_join_count,source_bytes_read,relative_selectivity,target_tables,n_tables,query_hash,gen_status,sql
q11.sql,2,9750125,0.1,movie_keyword|keyword|title,3,61f26f7d,ok,"SELECT MIN(m0.id) AS result
FROM movie_keyword AS m0
JOIN title AS t2 ON t2.id = m0.movie_id
JOIN keyword AS k1 ON k1.id = m0.keyword_id
WHERE m0.keyword_id >= 7670 AND m0.keyword_id <= 20373
AND t2.production_year >= 1932 AND t2.production_year <= 1978
AND k1.phonetic_code LIKE 'D%'"
q12.sql,1,124521870,0.1,cast_info|name,2,c6a5ce73,ok,"SELECT MIN(c0.id) AS result
FROM cast_info AS c0
JOIN name AS n1 ON n1.id = c0.person_id
WHERE n1.gender = 'm'"
q13.sql,2,16508000,0.1,movie_info|title|movie_info_idx,3,81df81a3,ok,"SELECT MIN(m0.info) AS result
FROM movie_info AS m0
JOIN title AS t1 ON t1.id = m0.movie_id
JOIN movie_info_idx AS m2 ON m2.movie_id = t1.id
WHERE m0.info_type_id >= 7 AND m0.info_type_id <= 8
AND t1.production_year >= 2010 AND t1.production_year <= 2012"
q14.sql,1,110621870,0.1,cast_info|name,2,271726b2,ok,"SELECT MIN(c0.id) AS result
FROM cast_info AS c0
JOIN name AS n1 ON n1.id = c0.person_id
WHERE n1.gender = 'f'"
q15.sql,0,108021870,0.1,cast_info,1,049571b4,ok,"SELECT MIN(c0.id) AS result
FROM cast_info AS c0
WHERE c0.role_id >= 8 AND c0.role_id <= 10"
q16.sql,1,12200000,0.1,movie_keyword|title,2,d965eae2,ok,"SELECT MIN(m0.id) AS result
FROM movie_keyword AS m0
JOIN title AS t1 ON t1.id = m0.movie_id
WHERE m0.keyword_id >= 858 AND m0.keyword_id <= 2935
AND t1.production_year >= 1960 AND t1.production_year <= 1992"
q17.sql,1,110621870,0.1,cast_info|name,2,c6a5ce73,ok,"SELECT MIN(c0.id) AS result
FROM cast_info AS c0
JOIN name AS n1 ON n1.id = c0.person_id
WHERE n1.gender = 'm'"
q18.sql,2,127221870,0.1,cast_info|char_name|name,3,30966be4,ok,"SELECT MIN(c0.id) AS result
FROM cast_info AS c0
JOIN name AS n2 ON n2.id = c0.person_id
JOIN char_name AS c1 ON c1.id = c0.person_role_id
WHERE c0.role_id >= 1 AND c0.role_id <= 2
AND n2.gender = 'f'"
q19.sql,1,110621870,0.1,cast_info|title,2,1d99f641,ok,"SELECT MIN(c0.id) AS result
FROM cast_info AS c0
JOIN title AS t1 ON t1.id = c0.movie_id
WHERE c0.role_id >= 3 AND c0.role_id <= 4
AND t1.production_year >= 2003 AND t1.production_year <= 2006"
q20.sql,1,150125,0.1,person_info|name,2,641aca5e,ok,"SELECT MIN(p0.id) AS result
FROM person_info AS p0
JOIN name AS n1 ON n1.id = p0.person_id
WHERE p0.info_type_id >= 26 AND p0.info_type_id <= 38
AND n1.gender = 'm'"
q21.sql,3,124671995,0.1,cast_info|title|movie_info|info_type,4,92cf4a74,ok,"SELECT MIN(c0.id) AS result
FROM cast_info AS c0
JOIN title AS t1 ON t1.id = c0.movie_id
JOIN movie_info AS m2 ON m2.movie_id = t1.id
JOIN info_type AS i3 ON i3.id = m2.info_type_id
WHERE c0.role_id >= 1 AND c0.role_id <= 2
AND t1.production_year >= 2003 AND t1.production_year <= 2008
AND m2.info_type_id >= 3 AND m2.info_type_id <= 7"
q22.sql,1,8000,0.1,cast_info|title,2,2afd8e52,ok,"SELECT MIN(c0.id) AS result
FROM cast_info AS c0
JOIN title AS t1 ON t1.id = c0.movie_id
WHERE t1.production_year >= 2006 AND t1.production_year <= 2010"
